777.1068	2
777.1194	2
777.1321	4
777.1448	-1
777.1575	8
777.1702	1
777.1828	3
777.1955	8
777.2082	3
777.2208	1
777.2335	4
777.2462	2
777.2589	-1
777.2715	0
777.2842	8
777.2969	4
777.3095	1
777.3222	4
777.3349	-1
777.3475	2
777.3602	4
777.3729	2
777.3856	3
777.3982	4
777.4109	1
777.4236	1
777.4362	0
777.4489	9
777.4615	4
777.4742	4
777.4869	2
777.4996	-1
777.5123	3
777.5249	4
777.5376	5
777.5502	2
777.5629	-1
777.5756	5
777.5883	6
777.601	5
777.6136	0
777.6263	2
777.6389	2
777.6516	1
777.6642	4
777.6769	3
777.6896	3
777.7023	-1
777.7149	2
777.7276	-1
777.7403	-3
777.7529	5
777.7656	3
777.7783	3
777.791	1
777.8036	5
777.8163	2
777.8289	1
777.8416	5
777.8542	2
777.8669	-1
777.8796	-1
777.8923	3
777.9049	5
777.9176	4
777.9302	2
777.9429	1
777.9556	-3
777.9683	1
777.981	1
777.9936	-2
778.0063	6
778.0189	3
778.0316	3
778.0443	4
778.0569	-2
778.0696	4
778.0823	2
778.0949	0
778.1076	3
778.1202	5
778.1329	2
778.1456	4
778.1583	3
778.1709	1
778.1836	-4
778.1962	4
778.2089	0
778.2216	5
778.2343	1
778.2469	-3
778.2596	2
778.2722	0
778.2849	3
778.2975	2
778.3102	-1
778.3229	7
778.3355	1
778.3482	-1
778.3608	-2
778.3735	1
778.3862	4
778.3989	4
778.4115	4
778.4242	0
778.4368	4
778.4495	0
778.4622	5
778.4749	3
778.4875	6
778.5001	3
778.5128	2
778.5255	3
778.5381	5
778.5508	1
778.5635	5
778.5761	5
778.5888	7
778.6014	2
778.6141	3
778.6268	1
778.6394	4
778.6521	0
778.6647	0
778.6774	-2
778.6901	0
778.7028	2
778.7154	-2
778.7281	9
778.7407	2
778.7534	-1
778.7661	0
778.7787	5
778.7914	-3
778.804	1
778.8167	3
778.8293	3
778.842	4
778.8547	-1
778.8673	2
778.88	2
778.8926	4
778.9053	4
778.918	2
778.9306	3
778.9433	1
778.9559	7
778.9686	0
778.9813	2
778.9939	2
779.0066	-4
779.0192	-1
779.0319	-1
779.0446	3
779.0572	4
779.0699	5
779.0825	1
779.0952	3
779.1078	2
779.1205	1
779.1332	6
779.1458	1
779.1584	0
779.1711	1
779.1838	1
779.1965	4
779.2091	3
779.2217	4
779.2344	3
779.2471	1
779.2597	3
779.2724	0
779.285	4
779.2977	-3
779.3104	-1
779.323	3
779.3357	-1
779.3483	1
779.361	-4
779.3737	1
779.3863	3
779.399	-1
779.4116	0
779.4243	1
779.437	5
779.4496	1
779.4622	1
779.4749	4
779.4875	1
779.5002	1
779.5129	0
779.5255	0
779.5381	4
779.5508	0
779.5635	1
779.5761	2
779.5888	1
779.6014	0
779.6141	2
779.6268	-3
779.6394	3
779.652	0
779.6647	1
779.6774	1
779.69	0
779.7027	2
779.7153	0
779.728	4
779.7407	6
779.7533	3
779.7659	4
779.7786	3
779.7913	3
779.8039	2
779.8166	-1
779.8292	6
779.8419	8
779.8546	3
779.8672	1
779.8798	-1
779.8925	1
779.9052	0
779.9178	4
779.9304	0
779.9431	1
779.9557	2
779.9684	4
779.9811	1
779.9937	7
780.0063	6
780.019	2
780.0317	-2
780.0443	6
780.0569	3
780.0696	6
780.0823	3
780.0949	0
780.1076	3
780.1202	4
780.1329	4
780.1455	3
780.1582	4
780.1708	5
780.1835	4
780.1961	7
780.2088	0
780.2214	3
780.2341	3
780.2468	5
780.2594	1
780.272	0
780.2847	4
780.2974	7
780.31	3
780.3226	0
780.3353	3
780.348	2
780.3606	2
780.3732	4
780.3859	-4
780.3986	2
780.4112	-1
780.4238	-3
780.4365	2
780.4492	-1
780.4618	5
780.4744	2
780.4871	1
780.4998	9
780.5124	4
780.525	2
780.5377	3
780.5504	0
780.563	2
780.5756	5
780.5883	1
780.601	0
780.6136	4
780.6262	2
780.6389	0
780.6515	2
780.6642	2
780.6768	1
780.6895	4
