767.0716	13
767.0843	12
767.097	12
767.1097	18
767.1224	19
767.1351	16
767.1478	19
767.1605	15
767.1732	14
767.1859	18
767.1986	13
767.2114	16
767.2241	11
767.2368	17
767.2495	20
767.2621	11
767.2748	17
767.2875	19
767.3003	18
767.313	17
767.3257	14
767.3384	19
767.3511	23
767.3638	28
767.3765	41
767.3892	27
767.4019	28
767.4146	33
767.4273	24
767.44	30
767.4527	20
767.4654	33
767.4781	21
767.4908	25
767.5035	22
767.5162	19
767.5289	17
767.5416	20
767.5543	19
767.567	18
767.5797	18
767.5924	21
767.6051	20
767.6178	19
767.6305	13
767.6432	19
767.6559	15
767.6686	16
767.6813	18
767.694	7
767.7067	7
767.7194	16
767.7321	13
767.7448	8
767.7575	13
767.7702	12
767.7829	7
767.7957	9
767.8083	8
767.821	10
767.8337	3
767.8464	8
767.8591	9
767.8718	6
767.8845	8
767.8972	10
767.9099	8
767.9226	11
767.9353	8
767.948	7
767.9607	5
767.9734	8
767.9861	9
767.9988	11
768.0115	16
768.0242	7
768.0369	13
768.0496	5
768.0623	8
768.075	8
768.0877	11
768.1004	5
768.1131	5
768.1258	9
768.1385	8
768.1512	12
768.1639	11
768.1766	9
768.1893	6
768.202	10
768.2147	9
768.2274	14
768.2401	11
768.2527	13
768.2654	7
768.2781	13
768.2908	10
768.3035	11
768.3162	14
768.329	9
768.3417	11
768.3544	9
768.3671	9
768.3798	18
768.3925	20
768.4052	29
768.4178	25
768.4305	24
768.4432	22
768.4559	18
768.4686	12
768.4813	9
768.494	8
768.5067	6
768.5194	11
768.5321	4
768.5448	8
768.5575	11
768.5702	5
768.5829	13
768.5956	4
768.6083	9
768.621	4
768.6337	7
768.6464	6
768.6591	9
768.6718	10
768.6844	9
768.6971	7
768.7098	7
768.7225	9
768.7352	11
768.7479	16
768.7606	11
768.7733	8
768.7859	9
768.7986	11
768.8113	13
768.824	6
768.8367	8
768.8494	13
768.8621	10
768.8748	10
768.8875	4
768.9002	7
768.9129	5
768.9256	7
768.9383	7
768.951	12
768.9637	9
768.9764	14
768.9891	17
769.0018	14
769.0145	14
769.0272	16
769.0398	16
769.0525	12
769.0652	11
769.0779	12
769.0906	12
769.1033	5
769.116	12
769.1287	6
769.1414	8
769.1541	10
769.1667	9
769.1794	10
769.1921	7
769.2048	11
769.2175	8
769.2302	11
769.2429	8
769.2556	2
769.2682	6
769.2809	3
769.2936	6
769.3063	1
769.319	5
769.3317	5
769.3444	3
769.3571	6
769.3698	0
769.3824	5
769.3951	4
769.4078	0
769.4205	10
769.4332	7
769.4459	3
769.4586	1
769.4713	0
769.484	4
769.4967	3
769.5093	5
769.522	0
769.5347	2
769.5474	11
769.5601	9
769.5728	4
769.5855	5
769.5982	7
769.6109	6
769.6235	5
769.6362	8
769.6489	2
769.6616	9
769.6743	-2
769.687	4
769.6997	2
769.7124	0
769.725	4
769.7377	2
769.7504	2
769.7631	2
769.7758	5
769.7885	4
769.8012	9
769.8138	5
769.8265	6
769.8392	0
769.8519	6
769.8646	3
769.8773	4
769.89	8
769.9026	8
769.9153	8
769.928	5
769.9407	13
769.9534	16
769.9661	5
769.9788	7
769.9915	9
770.0042	10
770.0168	11
770.0295	10
770.0422	4
