767.0716	2
767.0843	9
767.097	2
767.1097	5
767.1224	-2
767.1351	6
767.1478	7
767.1605	2
767.1732	0
767.1859	6
767.1986	6
767.2114	1
767.2241	4
767.2368	10
767.2495	8
767.2621	5
767.2748	4
767.2875	4
767.3003	5
767.313	0
767.3257	2
767.3384	3
767.3511	1
767.3638	6
767.3765	7
767.3892	2
767.4019	-3
767.4146	5
767.4273	3
767.44	4
767.4527	-1
767.4654	9
767.4781	6
767.4908	1
767.5035	0
767.5162	2
767.5289	2
767.5416	2
767.5543	5
767.567	-1
767.5797	8
767.5924	6
767.6051	6
767.6178	7
767.6305	3
767.6432	7
767.6559	0
767.6686	4
767.6813	5
767.694	-3
767.7067	2
767.7194	7
767.7321	5
767.7448	-1
767.7575	4
767.7702	4
767.7829	0
767.7957	3
767.8083	1
767.821	2
767.8337	1
767.8464	5
767.8591	6
767.8718	0
767.8845	0
767.8972	4
767.9099	3
767.9226	7
767.9353	3
767.948	1
767.9607	1
767.9734	4
767.9861	-1
767.9988	3
768.0115	8
768.0242	1
768.0369	0
768.0496	0
768.0623	-2
768.075	1
768.0877	5
768.1004	2
768.1131	1
768.1258	5
768.1385	1
768.1512	6
768.1639	2
768.1766	-2
768.1893	1
768.202	2
768.2147	2
768.2274	-1
768.2401	4
768.2527	2
768.2654	1
768.2781	1
768.2908	4
768.3035	0
768.3162	3
768.329	1
768.3417	5
768.3544	2
768.3671	1
768.3798	0
768.3925	0
768.4052	-2
768.4178	2
768.4305	1
768.4432	1
768.4559	-2
768.4686	0
768.4813	0
768.494	2
768.5067	0
768.5194	4
768.5321	-4
768.5448	0
768.5575	2
768.5702	-4
768.5829	8
768.5956	-1
768.6083	0
768.621	0
768.6337	0
768.6464	0
768.6591	-2
768.6718	4
768.6844	4
768.6971	-5
768.7098	2
768.7225	1
768.7352	1
768.7479	1
768.7606	4
768.7733	-6
768.7859	-1
768.7986	2
768.8113	3
768.824	-2
768.8367	0
768.8494	8
768.8621	1
768.8748	3
768.8875	-2
768.9002	5
768.9129	-3
768.9256	0
768.9383	4
768.951	-1
768.9637	0
768.9764	0
768.9891	3
769.0018	1
769.0145	0
769.0272	0
769.0398	1
769.0525	5
769.0652	1
769.0779	1
769.0906	0
769.1033	2
769.116	0
769.1287	-4
769.1414	-2
769.1541	1
769.1667	2
769.1794	1
769.1921	-3
769.2048	1
769.2175	0
769.2302	1
769.2429	1
769.2556	0
769.2682	0
769.2809	2
769.2936	1
769.3063	-4
769.319	-1
769.3317	3
769.3444	0
769.3571	-2
769.3698	-1
769.3824	9
769.3951	2
769.4078	0
769.4205	3
769.4332	4
769.4459	-2
769.4586	-1
769.4713	1
769.484	2
769.4967	3
769.5093	2
769.522	-3
769.5347	2
769.5474	4
769.5601	1
769.5728	-2
769.5855	-1
769.5982	1
769.6109	1
769.6235	1
769.6362	-4
769.6489	1
769.6616	2
769.6743	-4
769.687	2
769.6997	0
769.7124	-4
769.725	-1
769.7377	-1
769.7504	-1
769.7631	-5
769.7758	-2
769.7885	-1
769.8012	0
769.8138	-2
769.8265	-2
769.8392	-2
769.8519	1
769.8646	1
769.8773	-4
769.89	-1
769.9026	2
769.9153	0
769.928	-2
769.9407	4
769.9534	2
769.9661	1
769.9788	4
769.9915	-3
770.0042	3
770.0168	-1
770.0295	5
770.0422	3
770.0549	-1
